MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.3447657583017163,0.9821426581785077,0.6285594533305325,-0.1537575895796373,-0.974428597176841,-0.04959653614560169,1.0525482830366881,-1.3278352216308462,4.526
2.3322379635373314,-0.6070189133741593,0.32704135754480507,-0.26333577077119036,0.8614388682720691,-0.09251223020604676,1.0431845516456963,-1.3228439144608317,3.585
1.7826994032844994,1.8561815225324745,1.1556204656817255,-0.04901635892839476,-0.8207773518723147,-0.025842527794874767,1.0385026859502022,-1.3328265288008536,3.521
0.9329675088245888,1.8561815225324745,0.1569660820761381,-0.049832918249654246,-0.766028057568403,-0.050329301225959765,1.0385026859502022,-1.3378178359708683,3.413
-0.012880995886439435,1.8561815225324745,0.3447107993516698,-0.032905864211658045,-0.7598466856308645,-0.08561575927708796,1.0385026859502022,-1.3378178359708683,3.422
0.08744663781489194,1.8561815225324745,-0.26972965928675957,0.014669344901590232,-0.8940707619888416,-0.08961841834804066,1.0385026859502022,-1.3378178359708683,2.697
-0.11136630682830236,1.8561815225324745,-0.2009176972725172,-0.3066331993289961,-0.292711577779747,-0.0907249008582453,1.033820820254708,-1.3378178359708683,2.992
-0.39513664957954914,1.8561815225324745,-0.25523193267039723,-0.07354166134926471,-0.2370792303419012,-0.12347647112857443,1.033820820254708,-1.3378178359708683,2.414
-0.9423591469347639,1.0616007367561409,-0.45870257434508765,0.044253928719913085,-0.1938096267791323,-0.10049920162528049,1.033820820254708,-1.3428091431408828,2.267
-0.0944695752343217,1.8561815225324745,-0.18528315780534899,-0.22468708867201262,0.1108437044281183,-0.08650141812972065,1.033820820254708,-1.3378178359708683,2.611
-0.35139464349045885,1.8561815225324745,0.019648332203345185,-0.03602697199409494,-0.45519335442361397,-0.07769971749617116,1.0385026859502022,-1.3428091431408828,2.815
-0.31591677092241194,1.8561815225324745,-0.2653557555646469,-0.15225170670835206,0.0693402071332175,-0.09836594568187058,1.0385026859502022,-1.3428091431408828,2.418
-0.41882365648699876,1.8561815225324745,-0.04298516714615038,-0.17694607966752893,-0.2891793652440107,-0.06975884916437779,1.0385026859502022,-1.3428091431408828,2.135
-0.6301117581014498,1.8561815225324745,-0.5775805815362782,0.0021650161837759798,-0.9541183750963577,-0.10474847893517437,1.033820820254708,-1.3428091431408828,1.913
-1.028527214284753,1.8561815225324745,-0.47131898220505597,-0.18357848650987202,-0.18851130797552793,-0.1074367568240868,1.0385026859502022,-1.3428091431408828,1.592
-0.9188826911998249,1.6972653653772076,-0.479596284699903,-0.052132275065654654,-0.6432836719515687,-0.041451186127348424,1.0385026859502022,-1.3428091431408828,1.4
-0.5767370358699966,1.8561815225324745,0.20636779942121725,-0.10199798406119452,-0.5585105710938989,-0.06498150352462462,1.0385026859502022,-1.3478004503108902,1.525
-0.9214093052699528,1.8561815225324745,-0.5562374673738996,-0.27364131803733643,-0.6865532755143376,-0.08974190540949739,1.0385026859502022,-1.3478004503108902,1.555
-0.9893646961977695,1.6972653653772076,-0.03448683126091502,-0.022697424241983642,-0.3845491037088892,-0.06815910205475886,1.033820820254708,-1.3428091431408828,1.587
-0.6671161266701989,1.8561815225324745,0.014734492839610838,-0.027513828089009512,-0.6494650438891071,-0.054070400036224334,1.033820820254708,-1.3478004503108902,1.629
-1.3227198400752775,0.9026845796008742,-0.36574856631245767,0.024812409390376263,-0.8976029745245778,-0.05842591393916948,1.0385026859502022,-1.3478004503108902,1.475
-1.1354872099201703,1.0616007367561409,-0.3843226190260093,-0.1982338738465776,-0.4384153448788668,-0.05126267576274378,1.0385026859502022,-1.3478004503108902,1.598
-1.1294338637104884,1.8561815225324745,-0.13449887105128813,0.07411702849468416,-0.3624727753605377,-0.09120379587788437,1.033820820254708,-1.3478004503108902,1.139
-0.8896160782208427,1.8561815225324745,-0.09504560588514352,-0.12608599140808555,-0.5055273830578554,-0.042947087607164466,1.033820820254708,-1.3478004503108902,0.997
-0.6688531738434118,1.8561815225324745,-0.06420787939119312,-0.12899389400394123,-0.3704202535659442,-0.06612577157912004,1.033820820254708,-1.3478004503108902,1.326
-0.7721285239598924,0.9821426581785077,-0.37718622655684253,-0.1330698190110268,-0.9788438628465114,-0.03916787278346332,1.0385026859502022,-1.352791757480905,1.075
-0.742703997601527,1.6178072867995743,-0.2833202089241091,-0.15985386626243678,-0.722758454005634,-0.05111848001961739,1.0385026859502022,-1.352791757480905,0.938
-1.085744495414526,1.8561815225324745,-0.26196995287251257,-0.0764334179725305,-0.2856471527082745,-0.02838843204905117,1.0385026859502022,-1.352791757480905,1.055
-1.1729126808339403,1.6972653653772076,-0.41522288038298205,-0.11923631733814814,-0.26003861182418675,-0.06542921927722889,1.033820820254708,-1.352791757480905,1.089
-1.1491730361333632,1.8561815225324745,-0.2933471011165669,-0.1359298794583003,-0.9099657183996547,-0.05028675357613252,1.033820820254708,-1.352791757480905,1.32
-1.0228949704200927,1.6178072867995743,-0.14559425699178216,0.18118726724547232,-0.49669685171851474,-0.07583301537994688,1.033820820254708,-1.352791757480905,1.223
-1.0049454829635587,1.8561815225324745,-0.22105438581956893,-0.012602257060483558,-0.22736564586862656,-0.040644838653716896,1.033820820254708,-1.352791757480905,1.152
-1.0915872904516968,1.538349208221941,0.1246158382545519,0.2621239423499278,-0.35275919088726304,-0.0007672585489872312,1.033820820254708,-1.3478004503108902,1.104
-1.313666139657319,1.6178072867995743,-0.16111009190537745,0.033312676200343894,-0.5929496433173272,-0.07499297111609159,1.0291389545592105,-1.3478004503108902,1.049
-0.6002661293980631,1.7767234439548412,-0.18470651075554104,-0.0543989473498004,-0.14789086381456118,-0.06967593986625004,1.0291389545592105,-1.3478004503108902,1.097
-1.2551855514924823,1.6178072867995743,-0.33415084408340817,-0.060125277330799996,-0.7554314199611942,-0.08777026608189302,1.0291389545592105,-1.3478004503108902,0.972
-1.459893928965975,1.538349208221941,-0.25120641633864566,0.1232435981636953,-0.3871982631106914,-0.04155845588175912,1.0291389545592105,-1.3478004503108902,1.045
-1.2950849986832529,1.8561815225324745,-0.6788776228996898,-0.2720687567485057,-0.4631408326290205,-0.080390852276978,1.0291389545592105,-1.352791757480905,1.039
-0.205640594319952,1.8561815225324745,-0.271498566904203,-0.06059088911323507,-0.6503480970230412,-0.08096457296419295,1.0291389545592105,-1.3428091431408828,1.914
-0.6742222287424339,1.8561815225324745,-0.7819960973500957,-0.1463945776408087,-0.04280754087640808,-0.10516350191603237,1.0291389545592105,-1.3428091431408828,1.76
-0.9332001709305501,1.8561815225324745,-0.4906040142495589,-0.07578751468072818,-0.4234034416019878,-0.06506177505424288,1.0291389545592105,-1.3428091431408828,1.554
-1.3609348778859633,1.7767234439548412,-0.6749746115242414,0.3214202042897197,-0.8022332360596994,-0.09574131351928453,1.0291389545592105,-1.3428091431408828,1.5
-1.4978984156041497,1.6178072867995743,-0.6695380664640668,-0.05885654681252236,-0.8508011584260727,-0.060294906318829805,1.033820820254708,-1.3428091431408828,1.188
0.04928423779733404,1.8561815225324745,-0.2550489377832096,-0.16136997268929842,-0.8463858927564024,-0.0685618287254152,1.033820820254708,-1.3428091431408828,1.888
-0.45172227719179,1.8561815225324745,-0.19692668864667803,-0.06669486823365817,-0.6759566379071289,-0.07802782126349564,1.0291389545592105,-1.3428091431408828,1.844
-0.6284273487213644,1.8561815225324745,-0.44214678905039806,0.005911149760291257,-0.6247395561389534,-0.11468295573351324,1.0291389545592105,-1.3428091431408828,1.823
-0.9709941063962142,1.6972653653772076,-0.6985702375394177,-0.07905607216930007,-0.7148109758002275,-0.1005545624970305,1.0291389545592105,-1.3428091431408828,1.425
-1.1242753599839772,1.1410588153337744,-0.5855684318218523,0.28809160395941513,-0.766028057568403,-0.0832985164936761,1.0244570888637163,-1.3478004503108902,1.375
-1.5370609336911332,0.9026845796008742,-0.6179991039812831,0.25759656270870024,-0.885240230649501,-0.04110470482060184,1.0244570888637163,-1.3428091431408828,1.875
-1.1031149671466556,0.9026845796008742,-1.1080736886269666,-0.0661200290296577,-0.6406345125497664,-0.10418253850673168,1.0244570888637163,-1.3478004503108902,1.125
-1.552220618111901,-0.6070189133741593,-1.3674950841144549,-0.13173381817195845,-0.6097276528620744,-0.13408434991088972,1.0244570888637163,-1.3478004503108902,1.719
-1.2455001975569917,1.1410588153337744,-0.3392404000423921,0.05004853767524829,-0.32185233119957096,-0.04465478284691153,1.0244570888637163,-1.3478004503108902,0.938
-1.4527351891006124,0.9821426581785077,-0.3861539682897969,0.18579275902681755,0.47112938307321467,-0.03368271051292481,1.0244570888637163,-1.3478004503108902,0.975
-1.3807793258950931,1.8561815225324745,-0.5472666897025246,0.09142204561634287,-0.2326639646722309,-0.01595016195079916,1.0244570888637163,-1.3478004503108902,1.042
-1.1900726013935596,1.8561815225324745,-0.16472185441562817,-0.1858864202665088,-0.6397514594158324,-0.005976571919993317,1.0244570888637163,-1.352791757480905,0.875
-1.2945586207519766,1.8561815225324745,-0.45816221976694566,0.016607544414589094,-0.7501331011575899,-0.04356654568432763,1.0244570888637163,-1.352791757480905,0.831
-1.2448685440394598,1.8561815225324745,-0.26234731767948394,0.03227259441376843,-0.7095126569966231,-0.06442555117335806,1.0244570888637163,-1.352791757480905,0.875
-1.6072797497234395,1.8561815225324745,0.2722022879017332,0.5829838229532976,-0.6159090247996128,-0.008381503511034187,1.0244570888637163,-1.352791757480905,0.853
-1.3967812150059034,1.8561815225324745,-0.3502263927831261,0.052828465205586574,-0.31037264045842816,0.044506890970227524,1.0244570888637163,-1.352791757480905,0.803
-0.6885923462662866,-2.1167224063491927,-1.0739484010363376,-0.7222824123485716,-1.1757647117138066,-0.13687271387456815,1.0244570888637163,-1.3577830646509195,0.6
-0.25148811213414896,1.8561815225324745,0.2286284490512514,0.06682240570385099,-0.7695602701041392,-0.010407319200888943,1.0291389545592105,-1.3577830646509195,0.757
1.1831023017672573,1.6178072867995743,0.17807005547902954,0.3464752726787327,-1.1828291367852792,0.06436436352574168,1.0244570888637163,-1.3577830646509195,0.75
-1.5631166412893278,1.6972653653772076,0.3235536893687474,0.9721513102890286,-0.9258606748104677,0.0018784088682092027,1.0197752231682222,-1.3577830646509195,0.861
-1.4105196790122245,1.8561815225324745,0.9171421352978627,0.831169880914575,-0.7987010235239632,0.019841941959879147,1.0197752231682222,-1.3627743718209269,0.761
-0.6721167170173272,1.538349208221941,0.32195946686382937,0.5734253232643499,-0.9126148778014569,-0.011870704482112946,1.0197752231682222,-1.3627743718209269,0.735
-1.4233106627422472,1.8561815225324745,-0.01128898364369711,0.044253928719913085,-0.7254076134074362,0.015337421857681489,1.0197752231682222,-1.3627743718209269,0.784
-1.6133857337262487,1.538349208221941,-0.42296755893038634,-0.06416992907942694,-0.5629258367635692,-0.06712639570655381,1.0197752231682222,-1.3627743718209269,0.844
-0.6639052212894113,1.8561815225324745,0.6294759731138662,1.1884143009838357,-0.8243095644080509,0.026602059578002882,1.0150933574727246,-1.3577830646509195,0.813
-1.0627944176108635,1.8561815225324745,0.6251169156077679,0.4908070251399024,-1.016815147605676,0.026074862640646207,1.0197752231682222,-1.3627743718209269,0.85
-1.521480146925344,1.3794330510666744,-0.3414199839443514,-0.09003035618206082,0.3510341568581825,-0.008378920126323323,1.0197752231682222,-1.3577830646509195,1.292
-1.1047467387336132,-0.20972852048599255,0.24988523229846626,0.21138505158127954,-0.9126148778014569,0.0015366189343155355,1.0197752231682222,-1.3577830646509195,0.825
-1.6539168344345514,1.3794330510666744,-0.8300139527632038,-0.05164172980028457,-0.7448347823539855,-0.09335557371335435,1.0197752231682222,-1.3577830646509195,0.952
-1.116274415428572,1.6178072867995743,0.049970161688796616,0.5178949917380817,-0.7642619513005349,0.059076381929821106,1.0197752231682222,-1.3577830646509195,0.75
-1.7742994673175232,1.3794330510666744,-1.5014325231363885,-1.1083504315311972,-1.2428767498927953,-0.048068197549426206,1.0197752231682222,-1.3577830646509195,0.675
-0.730439391802781,-0.6864769919517926,0.3432323734138318,0.24024333410674145,-1.0026862974627309,-0.08571359033943204,1.0197752231682222,-1.3577830646509195,1.375
-1.5510099488699645,-0.9248512276846926,-1.055421427753989,-0.09344462618094665,-0.5858852182458548,-0.12853052473577475,1.0197752231682222,-1.352791757480905,1.775
-0.7497048240875066,0.5848522652903408,0.11961907871351028,0.015721875794247168,-0.16731803276111049,-0.061850268583699915,1.0197752231682222,-1.352791757480905,1.021
-1.4525772757212294,-0.765935070529426,0.16244937047612906,0.16298374241802094,-0.6220903967371513,0.039711597474389834,1.0197752231682222,-1.352791757480905,1.083
-1.6149648675200787,-0.44810275621889256,-0.02415773575082768,0.11414676590247738,-0.32803370313710933,0.016601686680126987,1.0197752231682222,-1.3577830646509195,1.125
-0.9786792241928534,0.7437684224456076,-0.4106911985375486,0.08189232420602871,-0.9550014282302918,-0.08196773363749847,1.0150933574727246,-1.352791757480905,1.313
